date,day_of_week,school_visitors,public_visitors,total_visitors,extra,opening_hours
2021-09-25,sobota,12.0,167.0,179.0,,
2021-09-26,neděle,0.0,200.0,200.0,,
2021-09-27,pondělí,0.0,0.0,0.0,,zavřeno
2021-09-28,úterý,0.0,0.0,0.0,,zavřeno
2021-09-29,středa,0.0,0.0,0.0,,zavřeno
2021-09-30,čtvrtek,249.0,38.0,287.0,,
2021-10-01,pátek,0.0,0.0,0.0,,zavřeno
2021-10-02,sobota,0.0,0.0,0.0,,zavřeno
2021-10-03,neděle,0.0,0.0,0.0,,zavřeno
2021-10-04,pondělí,0.0,0.0,0.0,,zavřeno
2021-10-05,úterý,0.0,0.0,0.0,,zavřeno
2021-10-06,středa,0.0,0.0,0.0,,zavřeno
2021-10-07,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-10-08,pátek,0.0,0.0,0.0,,zavřeno
2021-10-09,sobota,0.0,0.0,0.0,,zavřeno
2021-10-10,neděle,0.0,0.0,0.0,,zavřeno
2021-10-11,pondělí,0.0,0.0,0.0,,zavřeno
2021-10-12,úterý,0.0,0.0,0.0,,zavřeno
2021-10-13,středa,0.0,0.0,0.0,,zavřeno
2021-10-14,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-10-15,pátek,0.0,0.0,0.0,,zavřeno
2021-10-16,sobota,0.0,0.0,0.0,,zavřeno
2021-10-17,neděle,0.0,0.0,0.0,,zavřeno
2021-10-18,pondělí,0.0,0.0,0.0,,zavřeno
2021-10-19,úterý,0.0,0.0,0.0,,zavřeno
2021-10-20,středa,0.0,0.0,0.0,,zavřeno
2021-10-21,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-10-22,pátek,0.0,0.0,0.0,,zavřeno
2021-10-23,sobota,0.0,0.0,0.0,,zavřeno
2021-10-24,neděle,0.0,0.0,0.0,,zavřeno
2021-10-25,pondělí,0.0,0.0,0.0,,zavřeno
2021-10-26,úterý,0.0,0.0,0.0,,zavřeno
2021-10-27,středa,0.0,0.0,0.0,,zavřeno
2021-10-28,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-10-29,pátek,0.0,0.0,0.0,,zavřeno
2021-10-30,sobota,0.0,0.0,0.0,,zavřeno
2021-10-31,neděle,0.0,0.0,0.0,,zavřeno
2021-11-01,pondělí,0.0,0.0,0.0,,zavřeno
2021-11-02,úterý,0.0,0.0,0.0,,zavřeno
2021-11-03,středa,0.0,0.0,0.0,,zavřeno
2021-11-04,čtvrtek,119.0,98.0,217.0,,
2021-11-05,pátek,252.0,59.0,311.0,,
2021-11-06,sobota,0.0,376.0,376.0,,
2021-11-07,neděle,0.0,272.0,272.0,,
2021-11-08,pondělí,0.0,0.0,0.0,,zavřeno
2021-11-09,úterý,0.0,0.0,0.0,,zavřeno
2021-11-10,středa,0.0,0.0,0.0,,zavřeno
2021-11-11,čtvrtek,260.0,16.0,276.0,,
2021-11-12,pátek,203.0,45.0,248.0,,
2021-11-13,sobota,6.0,421.0,427.0,,
2021-11-14,neděle,18.0,239.0,257.0,,
2021-11-15,pondělí,0.0,0.0,0.0,,zavřeno
2021-11-16,úterý,0.0,0.0,0.0,,zavřeno
2021-11-17,středa,0.0,319.0,319.0,,
2021-11-18,čtvrtek,458.0,33.0,491.0,,
2021-11-19,pátek,88.0,72.0,160.0,,
2021-11-20,sobota,56.0,275.0,331.0,,
2021-11-21,neděle,0.0,221.0,221.0,,
2021-11-22,pondělí,0.0,0.0,0.0,,zavřeno
2021-11-23,úterý,0.0,0.0,0.0,,zavřeno
2021-11-24,středa,0.0,0.0,0.0,,zavřeno
2021-11-25,čtvrtek,85.0,12.0,97.0,,
2021-11-26,pátek,56.0,39.0,95.0,,
2021-11-27,sobota,0.0,176.0,176.0,,
2021-11-28,neděle,0.0,85.0,85.0,,
2021-11-29,pondělí,0.0,0.0,0.0,,zavřeno
2021-11-30,úterý,0.0,0.0,0.0,,zavřeno
2021-12-01,středa,0.0,0.0,0.0,,zavřeno
2021-12-02,čtvrtek,111.0,16.0,127.0,,
2021-12-03,pátek,54.0,1.0,55.0,,
2021-12-04,sobota,0.0,142.0,142.0,,
2021-12-05,neděle,0.0,72.0,72.0,,
2021-12-06,pondělí,0.0,0.0,0.0,,zavřeno
2021-12-07,úterý,0.0,0.0,0.0,,zavřeno
2021-12-08,středa,0.0,0.0,0.0,,zavřeno
2021-12-09,čtvrtek,99.0,10.0,109.0,,
2021-12-10,pátek,35.0,23.0,58.0,,
2021-12-11,sobota,0.0,124.0,124.0,,
2021-12-12,neděle,0.0,80.0,80.0,,
2021-12-13,pondělí,0.0,0.0,0.0,,zavřeno
2021-12-14,úterý,173.0,0.0,173.0,,
2021-12-15,středa,0.0,0.0,0.0,,zavřeno
2021-12-16,čtvrtek,168.0,8.0,176.0,,
2021-12-17,pátek,167.0,61.0,228.0,,
2021-12-18,sobota,0.0,79.0,79.0,,
2021-12-19,neděle,0.0,118.0,118.0,,
2021-12-20,pondělí,0.0,0.0,0.0,,zavřeno
2021-12-21,úterý,0.0,0.0,0.0,,zavřeno
2021-12-22,středa,0.0,0.0,0.0,,zavřeno
2021-12-23,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-12-24,pátek,0.0,0.0,0.0,,zavřeno
2021-12-25,sobota,0.0,0.0,0.0,,zavřeno
2021-12-26,neděle,0.0,0.0,0.0,,zavřeno
2021-12-27,pondělí,0.0,0.0,0.0,,zavřeno
2021-12-28,úterý,0.0,0.0,0.0,,zavřeno
2021-12-29,středa,0.0,0.0,0.0,,zavřeno
2021-12-30,čtvrtek,0.0,0.0,0.0,,zavřeno
2021-12-31,pátek,0.0,0.0,0.0,,zavřeno
2022-01-01,sobota,0.0,0.0,0.0,,zavřeno
2022-01-02,neděle,0.0,0.0,0.0,,zavřeno
2022-01-03,pondělí,0.0,0.0,0.0,,zavřeno
2022-01-04,úterý,0.0,0.0,0.0,,zavřeno
2022-01-05,středa,0.0,0.0,0.0,,zavřeno
2022-01-06,čtvrtek,0.0,0.0,0.0,,zavřeno
2022-01-07,pátek,0.0,0.0,0.0,,zavřeno
2022-01-08,sobota,0.0,0.0,0.0,,zavřeno
2022-01-09,neděle,0.0,0.0,0.0,,zavřeno
2022-01-10,pondělí,0.0,0.0,0.0,,zavřeno
2022-01-11,úterý,0.0,0.0,0.0,,zavřeno
2022-01-12,středa,0.0,0.0,0.0,,zavřeno
2022-01-13,čtvrtek,56.0,18.0,74.0,,
2022-01-14,pátek,0.0,34.0,34.0,,
2022-01-15,sobota,0.0,358.0,358.0,,
2022-01-16,neděle,0.0,256.0,256.0,,
2022-01-17,pondělí,0.0,0.0,0.0,,zavřeno
2022-01-18,úterý,0.0,0.0,0.0,,zavřeno
2022-01-19,středa,0.0,0.0,0.0,,zavřeno
2022-01-20,čtvrtek,47.0,26.0,73.0,,
2022-01-21,pátek,0.0,52.0,52.0,,
2022-01-22,sobota,0.0,404.0,404.0,,
2022-01-23,neděle,0.0,296.0,296.0,,
2022-01-24,pondělí,0.0,0.0,0.0,,zavřeno
2022-01-25,úterý,0.0,0.0,0.0,,zavřeno
2022-01-26,středa,0.0,0.0,0.0,,zavřeno
2022-01-27,čtvrtek,102.0,38.0,140.0,,
2022-01-28,pátek,27.0,50.0,77.0,,
2022-01-29,sobota,0.0,485.0,485.0,,
2022-01-30,neděle,0.0,265.0,265.0,,
2022-01-31,pondělí,0.0,0.0,0.0,,zavřeno
2022-02-01,úterý,0.0,0.0,0.0,,zavřeno
2022-02-02,středa,0.0,0.0,0.0,,zavřeno
2022-02-03,čtvrtek,35.0,55.0,90.0,,
2022-02-04,pátek,40.0,290.0,330.0,,
2022-02-05,sobota,52.0,586.0,638.0,,
2022-02-06,neděle,0.0,364.0,364.0,,
2022-02-07,pondělí,10.0,119.0,129.0,,
2022-02-08,úterý,0.0,117.0,117.0,,
2022-02-09,středa,10.0,148.0,158.0,,
2022-02-10,čtvrtek,56.0,265.0,321.0,,
2022-02-11,pátek,101.0,240.0,341.0,,
2022-02-12,sobota,0.0,498.0,498.0,,
2022-02-13,neděle,29.0,320.0,349.0,,
2022-02-14,pondělí,0.0,0.0,0.0,,zavřeno
2022-02-15,úterý,0.0,0.0,0.0,,zavřeno
2022-02-16,středa,0.0,0.0,0.0,,zavřeno
2022-02-17,čtvrtek,19.0,161.0,180.0,,
2022-02-18,pátek,0.0,172.0,172.0,,
2022-02-19,sobota,0.0,900.0,900.0,,
2022-02-20,neděle,0.0,554.0,554.0,,
2022-02-21,pondělí,0.0,0.0,0.0,,zavřeno
2022-02-22,úterý,0.0,0.0,0.0,,zavřeno
2022-02-23,středa,0.0,0.0,0.0,,zavřeno
2022-02-24,čtvrtek,183.0,238.0,421.0,,
2022-02-25,pátek,43.0,221.0,264.0,,
2022-02-26,sobota,0.0,724.0,724.0,,
2022-02-27,neděle,0.0,443.0,443.0,,
2022-02-28,pondělí,0.0,0.0,0.0,,zavřeno
2022-03-01,úterý,0.0,0.0,0.0,,zavřeno
2022-03-02,středa,0.0,0.0,0.0,,zavřeno
2022-03-03,čtvrtek,213.0,511.0,724.0,,
2022-03-04,pátek,38.0,473.0,511.0,,
2022-03-05,sobota,16.0,709.0,725.0,,
2022-03-06,neděle,0.0,433.0,433.0,,
2022-03-07,pondělí,0.0,0.0,0.0,,zavřeno
2022-03-08,úterý,0.0,0.0,0.0,,zavřeno
2022-03-09,středa,0.0,0.0,0.0,,zavřeno
2022-03-10,čtvrtek,241.0,344.0,585.0,,
2022-03-11,pátek,178.0,259.0,437.0,,
2022-03-12,sobota,0.0,468.0,468.0,,
2022-03-13,neděle,0.0,360.0,360.0,,
2022-03-14,pondělí,0.0,0.0,0.0,,zavřeno
2022-03-15,úterý,0.0,0.0,0.0,,zavřeno
2022-03-16,středa,0.0,0.0,0.0,,zavřeno
2022-03-17,čtvrtek,184.0,417.0,601.0,,
2022-03-18,pátek,90.0,496.0,586.0,,
2022-03-19,sobota,11.0,791.0,802.0,,
2022-03-20,neděle,0.0,342.0,342.0,,
2022-03-21,pondělí,0.0,0.0,0.0,,zavřeno
2022-03-22,úterý,0.0,0.0,0.0,,zavřeno
2022-03-23,středa,0.0,0.0,0.0,,zavřeno
2022-03-24,čtvrtek,426.0,44.0,470.0,,
2022-03-25,pátek,256.0,39.0,295.0,,
2022-03-26,sobota,12.0,314.0,326.0,,
2022-03-27,neděle,0.0,228.0,228.0,,
2022-03-28,pondělí,0.0,0.0,0.0,,zavřeno
2022-03-29,úterý,0.0,0.0,0.0,,zavřeno
2022-03-30,středa,0.0,0.0,0.0,,zavřeno
2022-03-31,čtvrtek,483.0,70.0,553.0,,
2022-04-01,pátek,179.0,85.0,264.0,,
2022-04-02,sobota,7.0,1158.0,1165.0,,
2022-04-03,neděle,0.0,861.0,861.0,,
2022-04-04,pondělí,0.0,0.0,0.0,,zavřeno
2022-04-05,úterý,58.0,33.0,91.0,,
2022-04-06,středa,83.0,39.0,122.0,,
2022-04-07,čtvrtek,312.0,77.0,389.0,,
2022-04-08,pátek,237.0,83.0,320.0,,
2022-04-09,sobota,0.0,1022.0,1022.0,,
2022-04-10,neděle,0.0,685.0,685.0,,
2022-04-11,pondělí,0.0,0.0,0.0,,zavřeno
2022-04-12,úterý,348.0,78.0,426.0,,
2022-04-13,středa,313.0,38.0,351.0,,
2022-04-14,čtvrtek,17.0,185.0,202.0,,
2022-04-15,pátek,0.0,504.0,504.0,,
2022-04-16,sobota,0.0,1102.0,1102.0,,
2022-04-17,neděle,0.0,642.0,642.0,,
2022-04-18,pondělí,0.0,158.0,158.0,,
2022-04-19,úterý,254.0,166.0,420.0,,
2022-04-20,středa,87.0,62.0,149.0,,
2022-04-21,čtvrtek,511.0,138.0,649.0,,
2022-04-22,pátek,344.0,110.0,454.0,,
2022-04-23,sobota,12.0,468.0,480.0,,
2022-04-24,neděle,8.0,770.0,778.0,,
2022-04-25,pondělí,0.0,0.0,0.0,,zavřeno
2022-04-26,úterý,117.0,61.0,178.0,,
2022-04-27,středa,252.0,56.0,308.0,,
2022-04-28,čtvrtek,315.0,54.0,369.0,,
2022-04-29,pátek,208.0,52.0,260.0,,
2022-04-30,sobota,32.0,231.0,263.0,,
2022-05-01,neděle,0.0,304.0,304.0,,
2022-05-02,pondělí,0.0,0.0,0.0,,zavřeno
2022-05-03,úterý,325.0,61.0,386.0,,
2022-05-04,středa,311.0,117.0,428.0,,
2022-05-05,čtvrtek,225.0,48.0,273.0,,
2022-05-06,pátek,237.0,60.0,297.0,,
2022-05-07,sobota,0.0,331.0,331.0,,
2022-05-08,neděle,0.0,172.0,172.0,,
2022-05-09,pondělí,0.0,0.0,0.0,,zavřeno
2022-05-10,úterý,231.0,25.0,256.0,,
2022-05-11,středa,281.0,31.0,312.0,,
2022-05-12,čtvrtek,353.0,20.0,373.0,,
2022-05-13,pátek,151.0,50.0,201.0,,
2022-05-14,sobota,341.0,0.0,341.0,,
2022-05-15,neděle,200.0,0.0,200.0,,
2022-05-16,pondělí,0.0,0.0,0.0,,zavřeno
2022-05-17,úterý,547.0,65.0,612.0,,
2022-05-18,středa,537.0,24.0,561.0,,
2022-05-19,čtvrtek,540.0,37.0,577.0,,
2022-05-20,pátek,308.0,43.0,351.0,,
2022-05-21,sobota,0.0,388.0,388.0,,
2022-05-22,neděle,32.0,212.0,244.0,,
2022-05-23,pondělí,0.0,0.0,0.0,,zavřeno
2022-05-24,úterý,0.0,0.0,0.0,,zavřeno
2022-05-25,středa,0.0,0.0,0.0,,zavřeno
2022-05-26,čtvrtek,643.0,77.0,720.0,,
2022-05-27,pátek,358.0,115.0,473.0,,
2022-05-28,sobota,0.0,490.0,490.0,,
2022-05-29,neděle,0.0,478.0,478.0,,
2022-05-30,pondělí,0.0,0.0,0.0,,zavřeno
2022-05-31,úterý,887.0,55.0,942.0,,
2022-06-01,středa,610.0,33.0,643.0,,
2022-06-02,čtvrtek,751.0,53.0,804.0,,
2022-06-03,pátek,198.0,75.0,273.0,,
2022-06-04,sobota,0.0,362.0,362.0,,
2022-06-05,neděle,0.0,218.0,218.0,,
2022-06-06,pondělí,0.0,0.0,0.0,,zavřeno
2022-06-07,úterý,544.0,131.0,675.0,,
2022-06-08,středa,630.0,50.0,680.0,,
2022-06-09,čtvrtek,666.0,123.0,789.0,,
2022-06-10,pátek,328.0,102.0,430.0,,
2022-06-11,sobota,0.0,295.0,295.0,,
2022-06-12,neděle,0.0,251.0,251.0,,
2022-06-13,pondělí,0.0,0.0,0.0,,zavřeno
2022-06-14,úterý,816.0,53.0,869.0,,
2022-06-15,středa,758.0,25.0,783.0,,
2022-06-16,čtvrtek,832.0,125.0,957.0,,
2022-06-17,pátek,254.0,95.0,349.0,,
2022-06-18,sobota,0.0,268.0,268.0,,
2022-06-19,neděle,13.0,182.0,195.0,,
2022-06-20,pondělí,0.0,0.0,0.0,,zavřeno
2022-06-21,úterý,0.0,0.0,0.0,,zavřeno
2022-06-22,středa,0.0,0.0,0.0,,zavřeno
2022-06-23,čtvrtek,1102.0,54.0,1156.0,,
2022-06-24,pátek,440.0,102.0,542.0,,
2022-06-25,sobota,0.0,607.0,607.0,,
2022-06-26,neděle,0.0,0.0,0.0,,zavřeno
2022-06-27,pondělí,0.0,0.0,0.0,,zavřeno
2022-06-28,úterý,914.0,142.0,1056.0,,
2022-06-29,středa,342.0,168.0,510.0,,
2022-06-30,čtvrtek,0.0,145.0,145.0,,
2022-07-01,pátek,0.0,239.0,239.0,,
2022-07-02,sobota,0.0,317.0,317.0,,
2022-07-03,neděle,0.0,245.0,245.0,,
2022-07-04,pondělí,0.0,0.0,0.0,,zavřeno
2022-07-05,úterý,8.0,591.0,599.0,,
2022-07-06,středa,0.0,390.0,390.0,,
2022-07-07,čtvrtek,164.0,1229.0,1393.0,,
2022-07-08,pátek,161.0,488.0,649.0,,
2022-07-09,sobota,0.0,657.0,657.0,,
2022-07-10,neděle,0.0,386.0,386.0,,
2022-07-11,pondělí,0.0,0.0,0.0,,zavřeno
2022-07-12,úterý,59.0,426.0,485.0,,
2022-07-13,středa,103.0,361.0,464.0,,
2022-07-14,čtvrtek,130.0,377.0,507.0,,
2022-07-15,pátek,41.0,272.0,313.0,,
2022-07-16,sobota,0.0,351.0,351.0,,
2022-07-17,neděle,12.0,249.0,261.0,,
2022-07-18,pondělí,0.0,0.0,0.0,,zavřeno
2022-07-19,úterý,24.0,371.0,395.0,,
2022-07-20,středa,269.0,296.0,565.0,,
2022-07-21,čtvrtek,95.0,376.0,471.0,,
2022-07-22,pátek,68.0,361.0,429.0,,
2022-07-23,sobota,0.0,519.0,519.0,,
2022-07-24,neděle,12.0,286.0,298.0,,
2022-07-25,pondělí,0.0,0.0,0.0,,zavřeno
2022-07-26,úterý,19.0,592.0,611.0,,
2022-07-27,středa,56.0,714.0,770.0,,
2022-07-28,čtvrtek,113.0,406.0,519.0,,
2022-07-29,pátek,0.0,465.0,465.0,,
2022-07-30,sobota,0.0,1116.0,1116.0,,
2022-07-31,neděle,0.0,368.0,368.0,,
2022-08-01,pondělí,0.0,0.0,0.0,,zavřeno
2022-08-02,úterý,43.0,527.0,570.0,,
2022-08-03,středa,31.0,407.0,438.0,,
2022-08-04,čtvrtek,7.0,351.0,358.0,,
2022-08-05,pátek,6.0,379.0,385.0,,
2022-08-06,sobota,0.0,628.0,628.0,,
2022-08-07,neděle,0.0,368.0,368.0,,
2022-08-08,pondělí,0.0,0.0,0.0,,zavřeno
2022-08-09,úterý,122.0,625.0,747.0,,
2022-08-10,středa,81.0,570.0,651.0,,
2022-08-11,čtvrtek,0.0,420.0,420.0,,
2022-08-12,pátek,24.0,402.0,426.0,,
2022-08-13,sobota,0.0,456.0,456.0,,
2022-08-14,neděle,0.0,408.0,408.0,,
2022-08-15,pondělí,0.0,0.0,0.0,,zavřeno
2022-08-16,úterý,0.0,506.0,506.0,,
2022-08-17,středa,75.0,448.0,523.0,,
2022-08-18,čtvrtek,68.0,689.0,757.0,,
2022-08-19,pátek,9.0,755.0,764.0,,
2022-08-20,sobota,0.0,1858.0,1858.0,,
2022-08-21,neděle,0.0,707.0,707.0,,
2022-08-22,pondělí,0.0,0.0,0.0,,zavřeno
2022-08-23,úterý,105.0,1032.0,1137.0,,
2022-08-24,středa,75.0,644.0,719.0,,
2022-08-25,čtvrtek,40.0,378.0,418.0,,
2022-08-26,pátek,0.0,472.0,472.0,,
2022-08-27,sobota,0.0,869.0,869.0,,
2022-08-28,neděle,0.0,522.0,522.0,,
2022-08-29,pondělí,0.0,0.0,0.0,,zavřeno
2022-08-30,úterý,0.0,689.0,689.0,,
2022-08-31,středa,0.0,467.0,467.0,,
2022-09-01,čtvrtek,0.0,136.0,136.0,,
2022-09-02,pátek,0.0,67.0,67.0,,
2022-09-03,sobota,16.0,299.0,315.0,,
2022-09-04,neděle,0.0,171.0,171.0,,
2022-09-05,pondělí,0.0,0.0,0.0,,zavřeno
2022-09-06,úterý,0.0,34.0,34.0,,
2022-09-07,středa,254.0,43.0,297.0,,
2022-09-08,čtvrtek,141.0,70.0,211.0,,
2022-09-09,pátek,0.0,28.0,28.0,,
2022-09-10,sobota,0.0,374.0,374.0,,
2022-09-11,neděle,0.0,345.0,345.0,,
2022-09-12,pondělí,0.0,0.0,0.0,,zavřeno
2022-09-13,úterý,67.0,29.0,96.0,,
2022-09-14,středa,38.0,81.0,119.0,,
2022-09-15,čtvrtek,82.0,65.0,147.0,,
2022-09-16,pátek,47.0,52.0,99.0,,
2022-09-17,sobota,0.0,797.0,797.0,,
2022-09-18,neděle,17.0,506.0,523.0,,
2022-09-19,pondělí,0.0,0.0,0.0,,zavřeno
2022-09-20,úterý,187.0,51.0,238.0,,
2022-09-21,středa,83.0,20.0,103.0,,
2022-09-22,čtvrtek,114.0,28.0,142.0,,
2022-09-23,pátek,148.0,59.0,207.0,,
2022-09-24,sobota,0.0,310.0,310.0,,
2022-09-25,neděle,0.0,247.0,247.0,,
2022-09-26,pondělí,0.0,0.0,0.0,,zavřeno
2022-09-27,úterý,117.0,81.0,198.0,,
2022-09-28,středa,0.0,1147.0,1147.0,,
2022-09-29,čtvrtek,230.0,98.0,328.0,,
2022-09-30,pátek,56.0,105.0,161.0,,
2022-10-01,sobota,13.0,616.0,629.0,,
2022-10-02,neděle,0.0,609.0,609.0,,
2022-10-03,pondělí,0.0,0.0,0.0,,zavřeno
2022-10-04,úterý,116.0,30.0,146.0,,
2022-10-05,středa,49.0,32.0,81.0,,
2022-10-06,čtvrtek,266.0,25.0,291.0,,
2022-10-07,pátek,0.0,61.0,61.0,,
2022-10-08,sobota,0.0,471.0,471.0,,
2022-10-09,neděle,0.0,229.0,229.0,,
2022-10-10,pondělí,0.0,0.0,0.0,,zavřeno
2022-10-11,úterý,149.0,37.0,186.0,,
2022-10-12,středa,239.0,78.0,317.0,,
2022-10-13,čtvrtek,97.0,31.0,128.0,,
2022-10-14,pátek,0.0,70.0,70.0,,
2022-10-15,sobota,59.0,965.0,1024.0,,
2022-10-16,neděle,15.0,259.0,274.0,,
2022-10-17,pondělí,0.0,0.0,0.0,,zavřeno
2022-10-18,úterý,430.0,26.0,456.0,,
2022-10-19,středa,285.0,30.0,315.0,,
2022-10-20,čtvrtek,190.0,23.0,213.0,,
2022-10-21,pátek,289.0,48.0,337.0,,
2022-10-22,sobota,6.0,776.0,782.0,,
2022-10-23,neděle,0.0,334.0,334.0,,
2022-10-24,pondělí,0.0,0.0,0.0,,zavřeno
2022-10-25,úterý,455.0,149.0,604.0,,
2022-10-26,středa,98.0,670.0,768.0,,
2022-10-27,čtvrtek,92.0,778.0,870.0,,
2022-10-28,pátek,0.0,4375.0,4375.0,,
2022-10-29,sobota,0.0,857.0,857.0,,
2022-10-30,neděle,0.0,257.0,257.0,,
2022-10-31,pondělí,0.0,0.0,0.0,,zavřeno
2022-11-01,úterý,141.0,140.0,281.0,,
2022-11-02,středa,91.0,54.0,145.0,,
2022-11-03,čtvrtek,225.0,37.0,262.0,,
2022-11-04,pátek,130.0,127.0,257.0,,
2022-11-05,sobota,0.0,683.0,683.0,,
2022-11-06,neděle,0.0,428.0,428.0,,
2022-11-07,pondělí,0.0,0.0,0.0,,zavřeno
2022-11-08,úterý,186.0,29.0,215.0,,
2022-11-09,středa,108.0,26.0,134.0,,
2022-11-10,čtvrtek,242.0,33.0,275.0,,
2022-11-11,pátek,180.0,46.0,226.0,,
2022-11-12,sobota,0.0,590.0,590.0,,
2022-11-13,neděle,0.0,402.0,402.0,,
2022-11-14,pondělí,0.0,0.0,0.0,,zavřeno
2022-11-15,úterý,322.0,27.0,349.0,,
2022-11-16,středa,238.0,87.0,325.0,,
2022-11-17,čtvrtek,0.0,986.0,986.0,,
2022-11-18,pátek,349.0,1050.0,1399.0,,
2022-11-19,sobota,24.0,878.0,902.0,,
2022-11-20,neděle,10.0,461.0,471.0,,
2022-11-21,pondělí,0.0,0.0,0.0,,zavřeno
2022-11-22,úterý,218.0,25.0,243.0,,
2022-11-23,středa,185.0,45.0,230.0,,
2022-11-24,čtvrtek,159.0,35.0,194.0,,
2022-11-25,pátek,243.0,49.0,292.0,,
2022-11-26,sobota,37.0,443.0,480.0,,
2022-11-27,neděle,24.0,232.0,256.0,,
2022-11-28,pondělí,0.0,0.0,0.0,,zavřeno
2022-11-29,úterý,139.0,23.0,162.0,,
2022-11-30,středa,131.0,39.0,170.0,,
2022-12-01,čtvrtek,133.0,17.0,150.0,,
2022-12-02,pátek,45.0,57.0,102.0,,
2022-12-03,sobota,0.0,330.0,330.0,,
2022-12-04,neděle,0.0,225.0,225.0,,
2022-12-05,pondělí,0.0,0.0,0.0,,zavřeno
2022-12-06,úterý,128.0,22.0,150.0,,
2022-12-07,středa,299.0,20.0,319.0,,
2022-12-08,čtvrtek,252.0,23.0,275.0,,
2022-12-09,pátek,158.0,45.0,203.0,,
2022-12-10,sobota,26.0,323.0,349.0,,
2022-12-11,neděle,23.0,243.0,266.0,,
2022-12-12,pondělí,0.0,0.0,0.0,,zavřeno
2022-12-13,úterý,187.0,20.0,207.0,,
2022-12-14,středa,299.0,11.0,310.0,,
2022-12-15,čtvrtek,162.0,22.0,184.0,,
2022-12-16,pátek,143.0,36.0,179.0,,
2022-12-17,sobota,22.0,268.0,290.0,,
2022-12-18,neděle,36.0,145.0,181.0,,
2022-12-19,pondělí,0.0,0.0,0.0,,zavřeno
2022-12-20,úterý,55.0,31.0,86.0,,
2022-12-21,středa,178.0,67.0,245.0,,
2022-12-22,čtvrtek,82.0,94.0,176.0,,
2022-12-23,pátek,0.0,115.0,115.0,,
2022-12-24,sobota,0.0,0.0,0.0,,zavřeno
2022-12-25,neděle,0.0,0.0,0.0,,zavřeno
2022-12-26,pondělí,0.0,0.0,0.0,,zavřeno
2022-12-27,úterý,0.0,506.0,506.0,,
2022-12-28,středa,0.0,722.0,722.0,,
2022-12-29,čtvrtek,40.0,822.0,862.0,,
2022-12-30,pátek,0.0,849.0,849.0,,
2022-12-31,sobota,0.0,0.0,0.0,,zavřeno
2023-01-01,neděle,0.0,0.0,0.0,,zavřeno
2023-01-02,pondělí,0.0,0.0,0.0,,zavřeno
2023-01-03,úterý,48.0,127.0,175.0,,
2023-01-04,středa,89.0,145.0,234.0,,
2023-01-05,čtvrtek,0.0,183.0,183.0,,
2023-01-06,pátek,45.0,196.0,241.0,,
2023-01-07,sobota,3.0,752.0,755.0,,
2023-01-08,neděle,3.0,568.0,571.0,,
2023-01-09,pondělí,0.0,0.0,0.0,,zavřeno
2023-01-10,úterý,160.0,68.0,228.0,,
2023-01-11,středa,89.0,86.0,175.0,,
2023-01-12,čtvrtek,0.0,40.0,40.0,,
2023-01-13,pátek,57.0,124.0,181.0,,
2023-01-14,sobota,0.0,954.0,954.0,,
2023-01-15,neděle,0.0,876.0,876.0,,
2023-01-16,pondělí,0.0,0.0,0.0,,zavřeno
2023-01-17,úterý,49.0,44.0,93.0,,
2023-01-18,středa,95.0,90.0,185.0,,
2023-01-19,čtvrtek,12.0,78.0,90.0,,
2023-01-20,pátek,187.0,120.0,307.0,,
2023-01-21,sobota,8.0,981.0,989.0,,
2023-01-22,neděle,6.0,531.0,537.0,,
2023-01-23,pondělí,0.0,0.0,0.0,,zavřeno
2023-01-24,úterý,184.0,79.0,263.0,,
2023-01-25,středa,106.0,48.0,154.0,,
2023-01-26,čtvrtek,183.0,95.0,278.0,,
2023-01-27,pátek,231.0,271.0,502.0,,
2023-01-28,sobota,8.0,887.0,895.0,,
2023-01-29,neděle,3.0,637.0,640.0,,
2023-01-30,pondělí,0.0,0.0,0.0,,zavřeno
2023-01-31,úterý,85.0,257.0,342.0,,
2023-02-01,středa,225.0,65.0,290.0,,
2023-02-02,čtvrtek,132.0,90.0,222.0,,
2023-02-03,pátek,347.0,655.0,1002.0,,
2023-02-04,sobota,69.0,1198.0,1267.0,,
2023-02-05,neděle,36.0,578.0,614.0,,
2023-02-06,pondělí,0.0,0.0,0.0,,zavřeno
2023-02-07,úterý,0.0,0.0,0.0,,zavřeno
2023-02-08,středa,0.0,0.0,0.0,,zavřeno
2023-02-09,čtvrtek,283.0,389.0,672.0,,
2023-02-10,pátek,147.0,393.0,540.0,,
2023-02-11,sobota,44.0,987.0,1031.0,,
2023-02-12,neděle,9.0,626.0,635.0,,
2023-02-13,pondělí,34.0,204.0,238.0,,
2023-02-14,úterý,116.0,411.0,527.0,,
2023-02-15,středa,221.0,446.0,667.0,,
2023-02-16,čtvrtek,255.0,381.0,636.0,,
2023-02-17,pátek,77.0,615.0,692.0,,
2023-02-18,sobota,52.0,1278.0,1330.0,,
2023-02-19,neděle,21.0,873.0,894.0,,
2023-02-20,pondělí,0.0,0.0,0.0,,zavřeno
2023-02-21,úterý,183.0,237.0,420.0,,
2023-02-22,středa,178.0,130.0,308.0,,
